path,candidate_status,evidence_layer,rights_risk,inclusion_reason,external_release_now,approval_required,validator_expected
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/REVIEW_INTAKE_RUNBOOK.md,candidate_internal_metadata_only,boundary_review_intake,low,review intake runbook,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/review_submission_schema.json,candidate_internal_metadata_only,boundary_review_intake,low,future human review row schema,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/collected_reviews/README.md,candidate_internal_metadata_only,boundary_review_intake,low,index showing no review rows collected yet,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/role_forms/rights_authority_reviewer.md,candidate_internal_metadata_only,boundary_review_intake,low,rights authority role-specific form,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/role_forms/community_authority_reviewer.md,candidate_internal_metadata_only,boundary_review_intake,low,community authority role-specific form,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/role_forms/source_dossier_reviewer.md,candidate_internal_metadata_only,boundary_review_intake,low,source dossier role-specific form,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/role_forms/preservation_infrastructure_reviewer.md,candidate_internal_metadata_only,boundary_review_intake,low,preservation infrastructure role-specific form,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/role_forms/data_protection_reviewer.md,candidate_internal_metadata_only,boundary_review_intake,low,data protection role-specific form,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/dispatch_manifest.json,candidate_internal_metadata_only,boundary_review_dispatch,low,dispatch manifest with no messages sent,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/DISPATCH_RUNBOOK.md,candidate_internal_metadata_only,boundary_review_dispatch,low,dispatch runbook,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/dispatch_tracker.csv,candidate_internal_metadata_only,boundary_review_dispatch,low,unsent dispatch tracker,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/invitation_templates/rights_authority_reviewer_invitation.md,candidate_internal_metadata_only,boundary_review_dispatch,low,rights authority invitation draft,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/invitation_templates/community_authority_reviewer_invitation.md,candidate_internal_metadata_only,boundary_review_dispatch,low,community authority invitation draft,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/invitation_templates/source_dossier_reviewer_invitation.md,candidate_internal_metadata_only,boundary_review_dispatch,low,source dossier invitation draft,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/invitation_templates/preservation_infrastructure_reviewer_invitation.md,candidate_internal_metadata_only,boundary_review_dispatch,low,preservation infrastructure invitation draft,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/invitation_templates/data_protection_reviewer_invitation.md,candidate_internal_metadata_only,boundary_review_dispatch,low,data protection invitation draft,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_claim_layer_fixtures.py,candidate_internal_metadata_only,validator,low,claim-layer validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_count_layer_view_map.py,candidate_internal_metadata_only,validator,low,count-layer map validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_inspect_lpe_port.py,candidate_internal_metadata_only,validator,low,Inspect port validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_inspect_execution_gate.py,candidate_internal_metadata_only,validator,low,Inspect execution-gate validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_inspect_execution_gate_review.py,candidate_internal_metadata_only,validator,low,Inspect execution-gate review validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_mlagentbench_keep_reject_design.py,candidate_internal_metadata_only,validator,low,MLAgentBench keep-reject design validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_datalad_no_conversion_decision.py,candidate_internal_metadata_only,validator,low,DataLad no-conversion decision validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_software_heritage_no_identifier_decision.py,candidate_internal_metadata_only,validator,low,Software Heritage no-identifier decision validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_nwagu_frontier_ro_crate.py,candidate_internal_metadata_only,validator,low,RO-Crate package validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_nwagu_preservation_decision.py,candidate_internal_metadata_only,validator,low,preservation decision validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_nwagu_dataset_boundary.py,candidate_internal_metadata_only,validator,low,dataset boundary validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_nwagu_dataset_boundary_review_gate.py,candidate_internal_metadata_only,validator,low,dataset boundary review-gate validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_nwagu_dataset_boundary_review_intake.py,candidate_internal_metadata_only,validator,low,dataset boundary review-intake validator,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_nwagu_dataset_boundary_review_dispatch.py,candidate_internal_metadata_only,validator,low,dataset boundary review-dispatch validator,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/contact_approval/contact_approval_manifest.json,candidate_internal_metadata_only,boundary_review_contact_approval,low,contact approval manifest with no contacts recorded,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/contact_approval/CONTACT_APPROVAL_RUNBOOK.md,candidate_internal_metadata_only,boundary_review_contact_approval,low,contact approval runbook with no private contact data,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/contact_approval/reviewer_selection_criteria.csv,candidate_internal_metadata_only,boundary_review_contact_approval,low,reviewer selection criteria without contact targets,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/contact_approval/contact_intake_template.csv,candidate_internal_metadata_only,boundary_review_contact_approval,low,blank contact intake template with no private contact data,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-008-nwagu-ro-crate/dataset_boundary/review_gate/intake/dispatch/contact_approval/send_approval_record_template.json,candidate_internal_metadata_only,boundary_review_contact_approval,low,non-approval send approval record template,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_nwagu_dataset_boundary_contact_approval.py,candidate_internal_metadata_only,validator,low,contact approval packet validator,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-012-repository-boundary-review/manifest.json,candidate_internal_metadata_only,repository_boundary_review,low,repository-boundary review manifest,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-012-repository-boundary-review/REPOSITORY_BOUNDARY_REVIEW.md,candidate_internal_metadata_only,repository_boundary_review,low,repository-boundary review note,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-012-repository-boundary-review/repository_asset_inventory.csv,candidate_internal_metadata_only,repository_boundary_review,low,repository asset inventory,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-012-repository-boundary-review/excluded_repository_paths.csv,candidate_internal_metadata_only,repository_boundary_review,low,excluded repository paths,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-012-repository-boundary-review/future_public_package_checklist.json,candidate_internal_metadata_only,repository_boundary_review,low,future public package checklist,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-012-repository-boundary-review/reviewer_questions.csv,candidate_internal_metadata_only,repository_boundary_review,low,repository-boundary reviewer questions,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_repository_boundary_review.py,candidate_internal_metadata_only,validator,low,repository-boundary review validator,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-013-repository-reviewer-assignment-intake/manifest.json,candidate_internal_metadata_only,repository_reviewer_assignment_intake,low,repository reviewer assignment intake manifest,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-013-repository-reviewer-assignment-intake/REVIEWER_ASSIGNMENT_INTAKE.md,candidate_internal_metadata_only,repository_reviewer_assignment_intake,low,repository reviewer assignment intake note,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-013-repository-reviewer-assignment-intake/reviewer_assignment_tracker.csv,candidate_internal_metadata_only,repository_reviewer_assignment_intake,low,unassigned reviewer role tracker,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-013-repository-reviewer-assignment-intake/candidate_adjudication_matrix.csv,candidate_internal_metadata_only,repository_reviewer_assignment_intake,low,candidate adjudication matrix,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-013-repository-reviewer-assignment-intake/conflict_of_interest_checklist.json,candidate_internal_metadata_only,repository_reviewer_assignment_intake,low,conflict of interest checklist,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-013-repository-reviewer-assignment-intake/decision_record_template.json,candidate_internal_metadata_only,repository_reviewer_assignment_intake,low,decision record template,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_repository_reviewer_assignment_intake.py,candidate_internal_metadata_only,validator,low,repository reviewer assignment intake validator,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-014-safe-role-assignment-recorder/manifest.json,candidate_internal_metadata_only,safe_role_assignment_recorder,low,safe role assignment recorder manifest,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-014-safe-role-assignment-recorder/SAFE_ROLE_ASSIGNMENT_RECORDER.md,candidate_internal_metadata_only,safe_role_assignment_recorder,low,safe role assignment recorder note,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-014-safe-role-assignment-recorder/approved_role_assignment_schema.json,candidate_internal_metadata_only,safe_role_assignment_recorder,low,approved role assignment schema,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-014-safe-role-assignment-recorder/approved_role_assignment_template.json,candidate_internal_metadata_only,safe_role_assignment_recorder,low,approved role assignment template,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-014-safe-role-assignment-recorder/redaction_rules.csv,candidate_internal_metadata_only,safe_role_assignment_recorder,low,role assignment redaction rules,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-014-safe-role-assignment-recorder/approved_role_assignments.jsonl,candidate_internal_metadata_only,safe_role_assignment_recorder,low,empty approved role assignments log,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_safe_role_assignment_recorder.py,candidate_internal_metadata_only,validator,low,safe role assignment recorder validator,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-015-hundred-paper-recovery-intake/manifest.json,candidate_internal_metadata_only,hundred_paper_recovery_intake,low,100-seed recovery intake manifest,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-015-hundred-paper-recovery-intake/HUNDRED_PAPER_RECOVERY_INTAKE.md,candidate_internal_metadata_only,hundred_paper_recovery_intake,low,100-seed recovery intake note,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-015-hundred-paper-recovery-intake/research_seeds.csv,candidate_internal_metadata_only,hundred_paper_recovery_intake,low,100 seed-only research records,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-015-hundred-paper-recovery-intake/research_seed_schema.json,candidate_internal_metadata_only,hundred_paper_recovery_intake,low,research seed schema,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-015-hundred-paper-recovery-intake/claim_gate_matrix.csv,candidate_internal_metadata_only,hundred_paper_recovery_intake,low,recovery intake claim gates,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-015-hundred-paper-recovery-intake/sprint_selection.json,candidate_internal_metadata_only,hundred_paper_recovery_intake,low,seed-only sprint selection,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_hundred_paper_recovery_intake.py,candidate_internal_metadata_only,validator,low,hundred-paper recovery intake validator,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/manifest.json,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,selected seed artifact sprint manifest,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/SELECTED_SEED_ARTIFACT_SPRINT.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,selected seed artifact sprint note,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifact_index.csv,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,selected seed artifact index,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/approval_record.json,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,internal lab execution approval record,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-001-source-acquisition-decision-note.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,source acquisition bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-009-authority-role-map.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,authority role bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-017-reader-response-protocol.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,reader response protocol bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-025-logograph-uncertainty-ledger.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,logograph uncertainty bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-033-unicode-gap-map.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,Unicode gap bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-041-modifier-operation-sketch.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,modifier operation bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-049-lpe-label-quality-audit.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,LPE label quality bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-057-ro-crate-boundary-audit.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,RO-Crate boundary bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-065-layered-explainer-storyboard.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,layered explainer bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-073-layer-lineage-card.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,layer lineage bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-081-cross-domain-transfer-grid.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,cross-domain transfer bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-016-selected-seed-artifact-sprint/artifacts/NWR-089-portfolio-acceleration-dashboard-spec.md,candidate_internal_metadata_only,selected_seed_artifact_sprint,low,portfolio dashboard bounded artifact,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_selected_seed_artifact_sprint.py,candidate_internal_metadata_only,validator,low,selected seed artifact sprint validator,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-017-lpe-label-quality-gate/manifest.json,candidate_internal_metadata_only,lpe_label_quality_gate,low,LPE label quality gate manifest,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-017-lpe-label-quality-gate/LPE_LABEL_QUALITY_GATE.md,candidate_internal_metadata_only,lpe_label_quality_gate,low,LPE label quality gate note,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-017-lpe-label-quality-gate/label_quality_gate_schema.json,candidate_internal_metadata_only,lpe_label_quality_gate,low,LPE label quality schema,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-017-lpe-label-quality-gate/quality_gate_matrix.csv,candidate_internal_metadata_only,lpe_label_quality_gate,low,LPE quality gate matrix,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-017-lpe-label-quality-gate/pilot_sample.csv,candidate_internal_metadata_only,lpe_label_quality_gate,low,LPE quality gate pilot sample,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-017-lpe-label-quality-gate/pilot_results.json,candidate_internal_metadata_only,lpe_label_quality_gate,low,LPE quality gate pilot results,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-017-lpe-label-quality-gate/failure_cases.md,candidate_internal_metadata_only,lpe_label_quality_gate,low,LPE quality gate failure cases,no,boundary_review,path_exists_and_no_restricted_fragment
experiments/EXP-FRONTIER-017-lpe-label-quality-gate/paper_pathway.md,candidate_internal_metadata_only,lpe_label_quality_gate,low,LPE quality gate paper pathway below result claim,no,boundary_review,path_exists_and_no_restricted_fragment
scripts/validate_lpe_label_quality_gate.py,candidate_internal_metadata_only,validator,low,LPE label quality gate validator,no,boundary_review,path_exists_and_no_restricted_fragment
